Open,High,Low,Close,Adj Close,Volume
78.18000030517578,78.30999755859375,75.18000030517578,76.69000244140625,74.0631103515625,23066300
77.91999816894531,78.68000030517578,77.26000213623047,78.62999725341797,75.93665313720703,14258900
77.12000274658203,78.48500061035156,76.97000122070312,77.33000183105469,74.68119049072266,11569300
73.29000091552734,75.5,71.54000091552734,72.72000122070312,70.22909545898438,27288100
74.33000183105469,74.66000366210938,70.66999816894531,70.80000305175781,68.37486267089844,20814600
71.29000091552734,71.7300033569336,69.0199966430664,69.91999816894531,67.5250015258789,16961400
71.44999694824219,72.7699966430664,71.0,72.68000030517578,70.19046020507812,13456000
72.7699966430664,73.23899841308594,70.22000122070312,70.29000091552734,67.88233184814453,12480200
70.29000091552734,72.72000122070312,68.2699966430664,72.25,69.77519226074219,17719600
68.69999694824219,71.0,67.54100036621094,69.58999633789062,67.206298828125,20722500
71.94000244140625,72.30999755859375,69.80999755859375,70.12999725341797,67.7278060913086,17421700
68.0250015258789,69.11199951171875,65.33999633789062,68.70999908447266,66.35645294189453,19464400
68.77999877929688,71.6500015258789,67.14399719238281,70.72000122070312,68.297607421875,16576500
72.51000213623047,73.33999633789062,69.88999938964844,70.37000274658203,67.9595947265625,15834700
70.80000305175781,70.80000305175781,69.0199966430664,69.72000122070312,67.33185577392578,14782800
69.01000213623047,70.19000244140625,68.87999725341797,69.7699966430664,67.38013458251953,11473300
69.95999908447266,71.41999816894531,68.74500274658203,69.54000091552734,67.15802001953125,18257600
72.55000305175781,73.1500015258789,66.66999816894531,66.91999816894531,64.62776184082031,33165100
67.9800033569336,68.93000030517578,65.4000015258789,67.02999877929688,64.73399353027344,25594700
66.5,67.69999694824219,65.3499984741211,67.02999877929688,64.73399353027344,16213800
67.05000305175781,67.73999786376953,64.66000366210938,65.08999633789062,62.860443115234375,19150800
65.5999984741211,65.7300033569336,60.869998931884766,63.439998626708984,61.266963958740234,31918600
64.33000183105469,65.72000122070312,63.099998474121094,64.86000061035156,62.638328552246094,22911500
64.70999908447266,64.86000061035156,62.18000030517578,62.63999938964844,60.49436950683594,12842800
60.900001525878906,62.04999923706055,60.45000076293945,61.099998474121094,59.007118225097656,16157900
60.11000061035156,62.220001220703125,59.25,61.38999938964844,59.28718566894531,12738300
61.900001525878906,63.09000015258789,60.869998931884766,61.779998779296875,59.66382598876953,8998600
60.25,61.630001068115234,59.849998474121094,60.56999969482422,58.49527359008789,15008500
61.27000045776367,62.779998779296875,60.279998779296875,60.88999938964844,58.80431365966797,13669600
64.41999816894531,66.88999938964844,64.04000091552734,66.29000091552734,64.01934814453125,21735400
67.30000305175781,67.38999938964844,65.68000030517578,66.37999725341797,64.10626220703125,14457100
67.0,68.5,66.2300033569336,66.5199966430664,64.24146270751953,14547800
66.80000305175781,67.75,66.08999633789062,67.27999877929688,64.97543334960938,12334900
68.30000305175781,69.52999877929688,67.9800033569336,68.83999633789062,66.48199462890625,13405400
68.5,68.66000366210938,66.46499633789062,66.97000122070312,64.67605590820312,12930600
66.16999816894531,67.69000244140625,65.20999908447266,67.2300033569336,64.9271469116211,10781500
65.66999816894531,66.72000122070312,64.66000366210938,66.66000366210938,64.37667083740234,14686100
68.08999633789062,68.83000183105469,66.86000061035156,66.91000366210938,64.61811065673828,12084100
67.63999938964844,70.58000183105469,67.55999755859375,68.80999755859375,66.4530258178711,17984200
70.0199966430664,71.83999633789062,69.86000061035156,70.86000061035156,68.43280029296875,14007700
72.04000091552734,72.04000091552734,70.75,71.25,68.8094482421875,10503000
71.30999755859375,72.58999633789062,70.45999908447266,71.0199966430664,68.58731842041016,11596400
70.95999908447266,72.95999908447266,70.72000122070312,72.22000122070312,69.74622344970703,10763600
72.19999694824219,73.9800033569336,72.0,72.88999938964844,70.39327239990234,11244500
72.4000015258789,72.6500015258789,70.95999908447266,71.06999969482422,68.63561248779297,8670700
71.58999633789062,72.61000061035156,70.68000030517578,72.43000030517578,69.94902801513672,7283400
72.5,73.05000305175781,70.6050033569336,71.97000122070312,69.50479125976562,11247900
72.58000183105469,74.01000213623047,72.22000122070312,74.01000213623047,71.47490692138672,11219200
74.01000213623047,74.41999816894531,72.88999938964844,73.3499984741211,70.83750915527344,11069800
72.62000274658203,72.83999633789062,71.75,72.2300033569336,69.7558822631836,8373700
72.01000213623047,73.66000366210938,71.86000061035156,73.5,70.98237609863281,7701200
73.76000213623047,74.37000274658203,73.51000213623047,74.25,71.7066879272461,9423900
74.97000122070312,76.30000305175781,74.70999908447266,76.25,73.63818359375,13350100
77.08999633789062,79.68000030517578,76.94000244140625,78.11000061035156,75.4344711303711,15493300
77.0,78.55000305175781,76.90799713134766,78.18000030517578,75.5020751953125,9148400
78.16000366210938,78.9800033569336,76.1500015258789,76.55999755859375,73.93756103515625,10806800
75.1500015258789,76.1500015258789,73.52999877929688,75.86000061035156,73.26153564453125,8833400
76.44999694824219,76.88999938964844,74.9000015258789,76.4800033569336,73.86030578613281,6082100
75.5999984741211,78.23999786376953,75.56999969482422,78.08000183105469,75.40550231933594,12535000
79.01000213623047,79.55000305175781,78.54000091552734,78.86000061035156,76.15877532958984,10696000
78.5,79.83999633789062,78.41000366210938,79.02999877929688,76.32295227050781,11318500
78.23999786376953,79.0199966430664,78.19999694824219,78.7300033569336,76.03323364257812,9262200
78.33000183105469,79.55000305175781,78.31999969482422,79.08000183105469,76.37124633789062,9817300
78.19999694824219,78.30000305175781,76.91000366210938,77.31999969482422,74.6715316772461,9603900
77.30000305175781,79.1500015258789,77.19000244140625,78.68000030517578,75.98494720458984,9071900
